Occurred,City,State,Country,Shape,Summary,Reported,Posted
09/24/2022 21:45,Gettysburg,PA,USA,Cigar,It was at a diagonal with at least 20 or so orange lights that looked very close together almost square-like lights,02/18/2023,03/06/2023
09/24/2022 19:46,PENN township,PA,USA,Unknown,Saw brighter than normal light scanning the sky.,09/24/2022,10/08/2022
09/24/2022 19:41,Warminster,PA,USA,Light,Bright light moving at a high rate of speed with a bright trail behind it. Watched it for almost 3 minutes then it faded,09/24/2022,10/08/2022
09/24/2022 19:40,Bensalem,PA,USA,Circle,"Moving bright dot, solid steam of light trail then stopped",09/25/2022,10/08/2022
09/24/2022 19:40,HUMMELSTOWN,PA,USA,Circle,WHTIE OBJECT MOVING ACROSS SKY LEAVING V-SHAPED TRAIL,09/25/2022,10/08/2022
09/24/2022 19:39,Palmyra,PA,USA,Light,Craft flying up behind then out front of Space X Rocket launched from Florida,10/09/2022,12/22/2022
09/24/2022 19:39,Dillsburg,PA,USA,Sphere,Smoothly flew across the sky then disappeared.,09/24/2022,10/08/2022
09/24/2022 19:39,Lansdale,PA,USA,Light,Looked like a large comet with bright light and tail bit moving slow from south to north. no collision lights that could be seen,09/24/2022,10/08/2022
09/24/2022 19:30,Palmerton,PA,USA,Circle,Very bright light floated around for a few minutes than disappeared,09/24/2022,10/08/2022
09/24/2022 19:30,Allentown,PA,USA,Light,Seen a diamond white fire ball crossing across sky like a meteor almost speeding gracefully then disappeared out of blue faster,09/24/2022,10/08/2022
09/24/2022 19:00,Schuylkill Haven,PA,USA,Star,Ball of intense light levatates up toward sky. couldnt have been anything like a plane,09/24/2022,10/08/2022
09/24/2022 02:21,McMurray,PA,USA,Disk,There were at least 2 UFOs hovering close to the ground over the field behind our house.,09/24/2022,10/08/2022
09/22/2022 20:29,Stoney Fork,PA,USA,Rectangle,This was caught on a trail camera,10/05/2022,10/08/2022
09/22/2022 14:16,Tyrone,PA,USA,Circle,It was flying around the housing development I live in,09/22/2022,10/08/2022
09/21/2022 18:20,Lancaster,PA,USA,Formation,On or the night of September the 21st 2022 I was outside with my nabor and a row of lights aparoch in a 45% pattern,11/12/2022,12/22/2022
09/21/2022 12:30,Norristown,PA,USA,Light,Multiple flashing lights not in a line like starlink,09/21/2022,10/08/2022
09/20/2022 01:00,Phoenixville,PA,USA,Light,Indistinct object with rapidly changing lights of different colors sighted moving erratically in Phoenixville,09/20/2022,10/08/2022
09/17/2022 20:00,Hummelstown,PA,USA,Light,Cluster of red moving lights,09/17/2022,10/08/2022
09/16/2022 22:00,Ridley Park,PA,USA,Cylinder,At least 3 crafts circling PA NJ DE area,09/17/2022,10/08/2022
09/14/2022 21:30,Berwyn,PA,USA,Cylinder,"Long line of white light moving quickly and grew a large circle on the front end then poof, disappeared.",09/18/2022,10/08/2022
09/13/2022 21:10,Chester Springs,PA,USA,Diamond,A very bright light moving very erratic,09/13/2022,10/08/2022
09/12/2022 22:32,California,PA,USA,Unknown,There were 3 in the shape of a triangle and one circling around it like a fly in smooth motions but not like a plane.,09/12/2022,10/08/2022
09/09/2022 00:11,East Stroudsburg,PA,USA,Star,Two stars moving slowly one got very bright then both disappeared,09/09/2022,10/08/2022
09/08/2022 21:00,Mount Joy,PA,USA,Light,3 or 4 lights moving at high speeds,09/08/2022,10/08/2022
09/08/2022 18:20,Lancaster,PA,USA,Sphere,White Sphere,09/08/2022,10/08/2022
09/08/2022 04:30,Reading,PA,USA,Circle,This was pulsing multi colored lights,09/08/2022,10/08/2022
09/06/2022 22:06,Hanover,PA,USA,Unknown,While looking out bedroom window saw a grouping of unusual lights in sky.. watched for a couple of minutes then lights started moving,01/14/2023,03/06/2023
09/03/2022 22:52,Exeter,PA,USA,Light,I was driving home and saw this weird pink oval with two more right behind it.,09/03/2022,09/09/2022
09/03/2022 05:11,Pine Grove,PA,USA,Star,Circular light resembling a star moving very erratically in the sky.,12/23/2022,03/06/2023
09/01/2022 19:56,Scranton,PA,USA,Light,"Big light in sky. Was low, unmoving. Then disappeared.",09/01/2022,09/09/2022
09/01/2022 08:00,Nazareth,PA,USA,Triangle,Black Triangle,09/01/2022,09/09/2022
08/29/2022 19:00,Pittsburgh,PA,USA,Cigar,"I saw a disc in my backyard (see pic), then my neighbor and I saw oblong ufo (see video).",10/22/2022,12/22/2022
08/28/2022 20:48,Pittsburgh,PA,USA,Orb,Green orb flash through Pittsburgh skyline,08/28/2022,09/09/2022
08/26/2022 19:15,Newtripoli,PA,USA,Fireball,fireball that split into two but also had a shine like metal,09/21/2022,10/08/2022
08/26/2022 11:50,homstead,PA,USA,Light,Thought that the lights were drones. Upon further investigation. There was no sound.,09/05/2022,09/09/2022
08/25/2022 23:57,Pittsburgh,PA,USA,Rectangle,While taking photos of granddaughters dorm the UFO showed in the photo.,08/26/2022,10/08/2022
08/23/2022 22:45,Scranton,PA,USA,Diamond,I saw a floating white light that seemed to be hovering in the sky.,08/25/2022,09/09/2022
08/22/2022 22:00,Doylestown,PA,USA,Circle,Circular object with green and red lights,08/22/2022,09/09/2022
08/16/2022 21:00,Whitehall,PA,USA,Orb,"Bright orbs that appeared white but occasionally would have a red blink. Not planes, they did not move.",08/16/2022,09/09/2022
08/15/2022 01:57,Jessup,PA,USA,Unknown,Bright light appeared out of nowhere then slowly went up out of camera,08/15/2022,09/09/2022
08/14/2022 13:59,Tannersville,PA,USA,Diamond,I was taking pictures of the moon and discovered I was photo bombed by a ufo the next day while reviewing them.,09/03/2022,10/08/2022
08/14/2022 05:50,willow Grove,PA,USA,Unknown,"Looked to be 5 brilliant white lights no strobes, looked to be one craft.",08/14/2022,09/09/2022
08/08/2022 12:40,Harrisburg,PA,USA,Triangle,"Circle light, triangle lights came out around it. It went away(up) barely visible , then disappeared and the came back.",08/07/2022,09/09/2022
08/07/2022 21:20,Weatherly,PA,USA,Circle,Seen a plane flying east and above it at least 2 times higher than the plane a circular light was traveling opposite direction,08/08/2022,09/09/2022
08/06/2022 15:50,BLAIRSVILLE,PA,USA,Disk,Classic disc shape flying about 100mph black on bottom metallic on top.,09/14/2022,10/08/2022
08/06/2022 12:00,Marienville,PA,USA,Sphere,"Daytime silver, very bright object followed by dull grey then another bright star super bright silver",01/14/2023,03/06/2023
07/30/2022 21:12,Philadelphia,PA,USA,Orb,Flying orb or sphere that changes colors and physical form.,07/31/2022,09/09/2022
07/30/2022 21:00,Harrisburg,PA,USA,Unknown,It's orbs all on me,10/23/2022,12/22/2022
07/30/2022 20:45,Wexford,PA,USA,Cigar,"I think it was the chinese ship, it was tumbling and clearly visible with my scope. I have video and stills.",07/30/2022,09/09/2022
07/30/2022 00:00,Penn Run,PA,USA,Orb,The craft REACTED to me in a way that made it apparent it was observing me as it mimicked my motions and those of my lighter.,07/31/2022,09/09/2022
07/28/2022 20:27,Barnesville,PA,USA,Orb,Slow and Low white orb,07/29/2022,09/09/2022
07/27/2022 22:45,Butler,PA,USA,Changing,White light would drop down and move forward and disappear and repeat as it was bigger object moving forward till lost sight over trees,07/27/2022,09/09/2022
07/24/2022 23:45,Intercourse,PA,USA,Light,Small silent red dot doing maneuvers over Amish farm,07/24/2022,09/09/2022
07/24/2022 23:00,Dingmans Ferry,PA,USA,Circle,"Round light high in sky, darting around irregularly like insect, blinking irregularly",07/25/2022,09/09/2022
07/23/2022 21:30,Allentown,PA,USA,,Spike in magnetometer field,01/02/2023,03/06/2023
07/23/2022 04:00,philadelphia,PA,USA,Circle,The craft has green lights blinking in a circular pattern for a few moments.  Craft moved to the NW direction lights flashing.,07/25/2022,09/09/2022
07/22/2022 21:42,Upper Pottsgrove,PA,USA,Orb,3 orange yellow orbs,07/23/2022,09/09/2022
07/22/2022 20:10,Levittown,PA,USA,Chevron,Watching a passenger plane with short contrail making a turn when this was going by in the opposite direction,07/23/2022,09/09/2022
07/22/2022 19:00,Skippack Township,PA,USA,Cigar,"Craft was yellow, moving slowly without any sound ..",07/24/2022,09/09/2022
07/21/2022 23:00,Pottstown,PA,USA,Light,Many UAP sitting in the sky. String of lights not moving. V shape lights not moving. Other moving craft with bright under lights.,07/21/2022,09/09/2022
07/21/2022 21:33,Philadelphia,PA,USA,Orb,Green orbs lined up like orion's belt then changed positions to an obtuse triangle almost like the handle of the dipper,07/23/2022,09/09/2022
07/21/2022 06:00,McVeytown,PA,USA,Sphere,"White, spherical object flying silently in northeasterly direction.",07/22/2022,09/09/2022
07/20/2022 20:25,New Castle,PA,USA,Other,Bright white/silver tic-tac object in sky travelling West at high rate of speed.d. noticed li,03/11/2023,04/09/2023
07/18/2022 22:44,Philadelphia,PA,USA,Disk,Flew fasted glowing from behind FMC buikding,07/22/2022,09/09/2022
07/15/2022 22:34,Johnstown,PA,USA,Triangle,Lights; triangle shaped fast than slow,12/22/2022,03/06/2023
07/12/2022 19:30,Linden,PA,USA,Oval,Daylight sighting of Oval shaped Object.,11/04/2022,12/22/2022
07/10/2022 21:45,Dallas,PA,USA,Triangle,A triangle aircraft maneuvering in ways I've never seen in any military aircraft whatsoever,07/10/2022,09/09/2022
07/09/2022 23:45,Red Lion,PA,USA,Light,Very bright red static light slowly moving in a Southernly direction.,07/10/2022,09/09/2022
07/09/2022 13:19,Lansdale,PA,USA,Changing,Filmed small black object flying right to left and accidentally captured something fly the other direction at end of video,07/14/2022,09/09/2022
07/09/2022 00:43,Pittsburgh,PA,USA,Other,Are you afo showed up behind me about 40 yards away very big it used its beam and lights came out,11/10/2022,12/22/2022
07/06/2022 23:46,Lancaster,PA,USA,Circle,Absolutely silent UFO hovering over my car.,01/20/2023,03/06/2023
07/04/2022 19:30,Jamison,PA,USA,Disk,Black/Navy blue disk(ovoid as visible from the side) demonstrates instantaneous acceleration or some form of a “cloaking”mechanism.,09/04/2022,09/09/2022
07/04/2022 00:47,Vandergrift,PA,USA,Formation,5 blue strobe lights grayish silver craft in a protective formation headed or led by bright white orb to left of the craft,01/25/2023,03/06/2023
07/03/2022 22:30,Ambridge,PA,USA,Circle,"Large red circle, no sound flew over 2 times then climbed and disappeared",07/03/2022,09/09/2022
07/03/2022 22:19,Ellwood city,PA,USA,Light,Strange object,07/09/2022,10/08/2022
07/03/2022 22:16,Ellwood city,PA,USA,Sphere,Strange flight characteristics,09/17/2022,10/08/2022
07/03/2022 22:00,Kutztown,PA,USA,Fireball,Appeared in sky moving Southwest it's Orange to reddish fireballs information information moving same spbeing same speed definitely not,07/03/2022,09/09/2022
07/03/2022 22:00,Kutztown,PA,USA,Fireball,Was definitely not a satellite and the reports sports are from area's Southwest of my location also seen,07/03/2022,09/09/2022
07/03/2022 21:30,Bloomsburg,PA,USA,Triangle,"Very bright lights on triangle craft, completely silent, steady speed coming in our direction, got close to use then disappeared",07/04/2022,09/09/2022
07/03/2022 16:00,Philadelphia,PA,USA,Star,It moved very very fast,07/03/2022,09/09/2022
07/03/2022 10:00,Kutztown,PA,USA,Fireball,I was sitting on my front porch faceing south and I saw the first UFO and it moved quickly East West. The rest is in the details,07/03/2022,09/09/2022
07/01/2022 22:15,Greensburg,PA,USA,Light,"Originally observed w/eyes, then recording w/SIONYX digital IR. Several lights in same area of sky,but all had different trajectories",07/26/2022,09/09/2022
07/01/2022 20:00,Great Bend,PA,USA,Fireball,Fire in the sky traveling faster than the surrounding aircraft.,07/02/2022,09/09/2022
07/01/2022 03:17,Reading,PA,USA,Other,"I watched a brilliant very beautiful object fairly low , at first stationary, for approx.10 mins",07/01/2022,09/09/2022
07/01/2022 00:29,LAKE ARIEL,PA,USA,Light,I watched from a North position as craft went by at high altitude about 50 degrees from horizon Craft flew from East to West,06/30/2022,09/09/2022
06/29/2022 12:30,Donegal,PA,USA,Cylinder,"Bright, white cylinder flying 1000 ft. above commercial plane.",06/29/2022,09/09/2022
06/28/2022 08:30,northampton,PA,USA,Triangle,"fast moving object, from east to west at 8:: 30 am",06/28/2022,09/09/2022
06/27/2022 22:48,Lancaster,PA,USA,Light,6 ufo craft traveling south to north east,06/30/2022,09/09/2022
06/27/2022 05:00,MEADVILLE,PA,USA,Circle,BRIGHT WHITE LIGHTS CAME FROM THE WEST VERY QUICKLY WITHOUT SOUND HOVERED FOR A BIT THEN LEFT,06/27/2022,09/09/2022
06/22/2022 23:59,Elizabethtown,PA,USA,Sphere,I have images and videos of it pulsating at me and I think I got the first legit outline of the ship,07/02/2022,09/09/2022
06/21/2022 20:44,Irwin,PA,USA,Cross,A white silvery craft. No sound or exhaust,06/22/2022,06/22/2022
06/20/2022 22:49,Erie,PA,USA,Cylinder,My mother and I saw them. After we went in the house there was a jolt of electricity,08/24/2022,09/09/2022
06/19/2022 17:47,McKees Rocks,PA,USA,Sphere,Silver object came out of the north and crossed overhead.,01/02/2023,03/06/2023
06/19/2022 02:16,York,PA,USA,Circle,Viewed a ring shaped object moving north for about 3 minutes.,07/19/2022,09/09/2022
06/18/2022 21:25,Sellersville,PA,USA,Fireball,Ball of light changes direction,06/18/2022,06/22/2022
06/17/2022 21:22,Allenwood,PA,USA,Triangle,South Williamsport route 15 south heading to Allenwood,06/26/2022,09/09/2022
06/17/2022 20:00,York,PA,USA,Other,Rotating object,06/17/2022,06/22/2022
06/15/2022 22:00,Exton,PA,USA,Formation,I saw a large cluster of individual bright white lights roll through. They seemed to be two distinct groups churning around,07/07/2022,09/09/2022
06/14/2022 23:59,DuBois,PA,USA,Orb,Observed a jet flying W to E realized something following it at first looked like a star in the sky it followed jet until disapatintil,06/15/2022,06/22/2022
06/07/2022 18:34,Old Forge,PA,USA,Other,Round white orb,06/14/2022,06/22/2022
06/04/2022 23:03,Tunkhannock,PA,USA,Circle,Looking a crescent moon and a weird shaped appeared.,06/04/2022,06/22/2022
06/03/2022 22:45,Quakertown,PA,USA,Sphere,"Watched solid white light move across the sky, caught our attention making a fast circle before its path. No blinking lights.",06/03/2022,06/22/2022
06/01/2022 03:00,Shohola,PA,USA,Cylinder,Thick white bar of light descends while moving left to right in my field of vision. Flashes and disappears four times as it descends.,06/01/2022,06/22/2022
05/31/2022 01:38,Everett,PA,USA,Cigar,I saw a green flashing light heading east. It made an 90 degree turn to the north traveling. Then make.another 90° turn to.the west,05/30/2022,06/22/2022
05/30/2022 21:20,Emmaus,PA,USA,Formation,5 orange glowing orbs floating horizontally across the night sky,05/30/2022,06/22/2022
05/29/2022 22:15,Dauphin,PA,USA,Sphere,Large bright white sphere. No sound. Moved a constant speed. Appeared to be a few hundred feet above the tree tops.,05/31/2022,06/22/2022
05/29/2022 06:19,Furlong,PA,USA,,MADAR Node 38,06/18/2022,06/22/2022
05/27/2022 21:30,Moosic,PA,USA,Circle,Light flying fast then stopping on a dime,05/27/2022,06/22/2022
05/22/2022 03:14,Easton,PA,USA,Changing,Our Ring camera caught this-my husband took the dogs out in the morning & they acted weird. Checked the camera. We have video.,05/23/2022,06/22/2022
05/21/2022 22:35,Warren,PA,USA,Fireball,3 bright red-orange fireballs in triangle formation,05/22/2022,06/22/2022
05/17/2022 23:30,Steelton,PA,USA,Oval,"Oval shaped object with lights, hovering",05/19/2022,06/22/2022
05/13/2022 19:22,Speers,PA,USA,Unknown,I observed a dozen or more bright lights in the storm clouds. The lights were like nothing I have seen before. I showed the video to s,05/22/2022,06/22/2022
05/11/2022 20:40,Speers,PA,USA,Sphere,"Watched a UAP emerge from a bright white area in sky, moved non-linearly as I began videoing on my phone, moved and dropped near Speers",08/06/2022,09/09/2022
05/05/2022 21:55,Norristown,PA,USA,Orb,Watched an orange orb travel sw to ne in a straight line.,05/06/2022,05/31/2022
05/03/2022 15:53,Renton,PA,USA,Orb,Observed an orb for a minute while it rotated and changed shape and then disappeared,05/04/2022,05/31/2022
05/01/2022 01:30,Unknown,PA,USA,Disk,Left Ohio heading to Connecticut. Heading towards New York border 1:30 a.m. on a lonely Highway just after rainstorm. Came around a Ben,09/16/2022,10/08/2022
04/30/2022 05:33,Ephrata,PA,USA,Light,"Noticed lights in sky, not plane or stars",04/30/2022,05/31/2022
04/30/2022 04:34,Montgomery,PA,USA,Orb,Was night fishing all night when 2 artificial looking orbs appeared in the sky stationary,06/06/2022,06/22/2022
04/30/2022 02:06,Greensburg,PA,USA,Cylinder,Intelligence analyst alien abduction event,04/30/2022,05/31/2022
04/28/2022 10:07,Loyalton,PA,USA,Unknown,"Big object gliding lighting up in the sky, caught my eye!",04/28/2022,05/31/2022
04/24/2022 08:08,Furlong,PA,USA,,MADAR Node 38,05/12/2022,05/31/2022
04/21/2022 22:02,Blairsville,PA,USA,Cigar,"Long cylinder, could see was metallic. Looked yellowish, lights along top.",04/21/2022,04/22/2022
04/21/2022 21:50,Natrona Heights,PA,USA,Disk,Straight line on 20+ that just disappeared,04/21/2022,04/22/2022
04/21/2022 21:26,coraopolis,PA,USA,Unknown,"I was walking down the street the I looked up and see a UFO, than I was talking loud then UFO slow then it goes",04/21/2022,04/22/2022
04/21/2022 10:06,Imperial,PA,USA,Cigar,Bright very slow no Soundwave very bright,04/21/2022,04/22/2022
04/17/2022 20:05,York,PA,USA,Other,Long straight vertical object,04/18/2022,04/22/2022
04/17/2022 20:05,York,PA,USA,Cigar,"I live at the top on a hill- looked up and it was in the northwest sky, seemed to be hanging low",05/27/2022,06/22/2022
04/16/2022 21:00,Bushkill,PA,USA,Chevron,From a bright glowing light to blue and white lights just still in the sky.,04/25/2022,05/31/2022
04/16/2022 04:44,Vandergrift,PA,USA,Formation,4 Grey craft around strobe blue craft all heading toward large white orb,02/13/2023,03/06/2023
04/15/2022 21:55,Hellertown,PA,USA,Circle,Helicopter white green red flashing circle,04/15/2022,04/22/2022
04/12/2022 14:15,Allentown,PA,USA,Cylinder,"Silvery opaque cylindrical shape with no wings, gliding slowly and silently across a perfectly blue sky.",04/23/2022,05/31/2022
04/05/2022 23:15,Glenside,PA,USA,Disk,White small moving disc with vertical glow around it,04/06/2022,04/22/2022
04/05/2022 08:15,Harrisburg,PA,USA,Other,Around 8:15am I was home and looked out my window where I saw an object pretty high in the sky that seemed foreign after observation.,04/09/2022,04/22/2022
04/04/2022 06:10,Furlong,PA,USA,,MADAR Node 38,05/12/2022,05/31/2022
04/02/2022 23:30,Sellersville,PA,USA,Orb,Bright orb steady movement east to west,04/05/2022,04/22/2022
03/24/2022 20:29,Glenmoore,PA,USA,Light,Ship faint but lights around and smaller cylinder above at 11 o clock.,03/25/2022,04/22/2022
03/23/2022 12:51,Pittsburgh,PA,USA,Formation,Observing what you call the “sun” phone lens then bottom left to right,03/23/2022,04/22/2022
03/18/2022 09:47,Quakertown,PA,USA,Oval,Brite unmoving white lights suddenly vanish viewed for 5 minutes,03/18/2022,04/22/2022
03/15/2022 00:42,Allentown,PA,USA,,There's too many to explain in such little wording,08/27/2022,10/08/2022
03/13/2022 14:07,Delaware,PA,USA,Circle,Round glowing craft,03/27/2022,04/22/2022
03/10/2022 19:21,Bethlehem,PA,USA,Triangle,Three very bright objects in a triangular shape,03/10/2022,04/22/2022
03/10/2022 19:20,Mount Union,PA,USA,Circle,Large bright circular object slowly cruising at low heights around Mount Union PA,03/10/2022,04/22/2022
03/10/2022 08:06,Lake Lynn,PA,USA,Sphere,"Seen two sphere shaped objects in the sky that definitely weren’t a plane, jet or helicopter. This is the third time we have seen this.",03/10/2022,04/22/2022
03/05/2022 20:20,Sharon,PA,USA,Changing,"A very distant, bright, seemingly intelligent, seemingly nonthreatening ""dancing"" almost light.",05/19/2022,06/22/2022
03/01/2022 18:03,Jenkintown,PA,USA,Unknown,"Was streaming regular show on hulu when my screen was interrupted for a brief second by two men in black, faces obstructed.",02/17/2024,03/13/2024
02/23/2022 06:25,Brownstown,PA,USA,Circle,I noticed a blue glow in the sky over a farm. I pulled over and watch it fly in random directions.  (((NUFORC Note:  Good video!  PD)),02/23/2022,03/04/2022
02/21/2022 04:30,Berlin Township,PA,USA,Star,"Flickering light similar to the way a star twinkles, moved sideways up and to the right and hung between 20 & 35 feet above the ground",02/22/2022,03/04/2022
02/20/2022 21:30,Punxsutawney,PA,USA,Oval,I saw roughly 8 oval objects traveling west for approximately 1 minute.,02/25/2022,03/04/2022
02/20/2022 18:30,Jefferson Hills,PA,USA,Changing,Circular but through binoculars it was multiple lights together,02/20/2022,03/04/2022
02/18/2022 23:30,Warrington,PA,USA,Other,Husband and wife,02/18/2022,03/04/2022
02/15/2022 18:33,Smicksburg,PA,USA,Triangle,Seen lights low & slow in sky with almost no sound fly over us,02/18/2022,03/04/2022
02/12/2022 10:00,Allentown,PA,USA,Changing,I have pics of things in the sky. I got them from my weather channel,02/16/2022,03/04/2022
02/11/2022 08:06,Lake Lynn,PA,USA,Sphere,"Sphere like object moving slowly across the sky that didn’t look like a plane, jet or helicopter",02/11/2022,03/04/2022
02/10/2022 17:47,Moravia,PA,USA,Other,Saw “cloud like” structure flying,02/10/2022,03/04/2022
02/09/2022 05:07,Reading,PA,USA,Circle,It blinks randomly and the blink stops sometimes and it goes back to the left and right trying to hide in trees sometimes,02/09/2022,03/04/2022
02/08/2022 18:30,West Chester,PA,USA,Sphere,Fire orange ball appeared &shot across and disappeared,02/16/2022,03/04/2022
02/08/2022 18:00,Indiana,PA,USA,,UFO?,02/09/2022,03/04/2022
02/06/2022 22:57,Narberth,PA,USA,Circle,"Hovering, shiny circular object",02/06/2022,03/04/2022
02/05/2022 19:45,Springfield,PA,USA,Light,"Stationary green light in the sky for about 3 minutes maybe longer, zipped all weird directions then descends down and disappears",02/05/2022,03/04/2022
02/02/2022 06:30,Bloomsburg,PA,USA,Orb,80 to 100 balls of light.,02/02/2022,03/04/2022
02/01/2022 21:30,DuBois,PA,USA,Circle,Driving with wife when craft emitting neon green purple and orange lights flew from North to south over I 80 some fields and w towards,02/01/2022,03/04/2022
01/31/2022 19:46,Port Allegheny,PA,USA,Circle,I got a photo,01/31/2022,03/04/2022
01/29/2022 06:48,Evans City,PA,USA,Oval,Object in sky that hovered and glowed dim to bright for long time,01/29/2022,03/04/2022
01/19/2022 13:04,Reading,PA,USA,Egg,"I was driving home from work, an noticed a white light moving in the sky seemed odd, took a picture at the time",01/25/2022,03/04/2022
01/18/2022 20:32,Philadelphia,PA,USA,Disk,"I noticed the large object, glowing orange. It was motionless soundless, I looked to identify but unsuccessfully. It did not move.",01/23/2022,03/04/2022
01/18/2022 17:21,Downingtown,PA,USA,,Very large bright light looked like it was moving down and away.,01/19/2022,03/04/2022
01/15/2022 20:48,Langhorne,PA,USA,Circle,I saw red circles move abnormally through sky coming from the north direction,01/15/2022,03/04/2022
01/15/2022 18:00,York,PA,USA,Other,Witnessed glowing orb followed by 2 Helicopters,07/21/2022,09/09/2022
01/12/2022 19:30,Pittsburgh,PA,USA,Disk,Disk shaped ufo above downtown Pittsburgh,01/06/2022,03/04/2022
01/08/2022 22:22,Kimberton,PA,USA,Fireball,Bright red craft with white streak flying away,01/08/2022,03/04/2022
12/27/2021 06:39,Allentown,PA,USA,,MADAR Node 177,01/31/2022,03/04/2022
12/26/2021 14:15,Columbia,PA,USA,Light,Light was blinking off and on and it was hovering,12/27/2021,03/04/2022
12/14/2021 18:45,Harrisville,PA,USA,Diamond,Witnessed a large silver light in the sky along the horizon,12/16/2021,12/19/2021
12/14/2021 18:00,Laureldale,PA,USA,Oval,At the stop sign look up so three lights that didn't look like a airplane,12/17/2021,12/19/2021
12/14/2021 16:00,Dingmans Ferry,PA,USA,Disk,took 5 random photos of the sk 4 show 15 crafts traveling across the sky a couple of discs and some that look like black hexagons,01/04/2022,03/04/2022
12/13/2021 20:00,Lansdale,PA,USA,Fireball,"3 fireball-type of objects ascending, traveling west to east and disappearing",12/13/2021,12/19/2021
12/12/2021 13:35,King of Prussia,PA,USA,Changing,"Driving west on PA TP, crystal clear day, white object caught our eye high in sky, we googled weather balloon and it didn't resemble; s",01/26/2022,03/04/2022
12/10/2021 20:58,Elizabethtown,PA,USA,Sphere,We all noticed the red orb-shaped object move at about 250 mph. Speed is figured at faster than landing speed for HIA.,06/24/2023,07/10/2023
12/09/2021 05:30,Myerstown,PA,USA,Changing,Both stationary for about 40 minutes or so,12/09/2021,12/19/2021
12/08/2021 00:30,Coatesville,PA,USA,Other,Red tomato shaped object with green alien,07/25/2023,09/10/2023
12/04/2021 18:30,Titusville,PA,USA,Cigar,Long straight line of lights traveling across the sky,12/04/2021,12/19/2021
12/04/2021 18:30,Pottstown,PA,USA,Formation,Linear formation of about 30 individual lights traveling SW to NE,12/04/2021,12/19/2021
12/04/2021 18:30,Lancaster,PA,USA,Formation,A lined formation of white lights silently cruised across the sky then suddenly dissapeared.,12/04/2021,12/19/2021
12/02/2021 19:25,Coatesville,PA,USA,Other,Object hovering below tree level,07/25/2023,07/29/2023
12/01/2021 19:30,Lords Valley,PA,USA,Triangle,A brightly lit triangle with many yellow lights on perimiter and interior of craft surface.,12/01/2021,12/19/2021
11/30/2021 18:00,Willow Grove,PA,USA,Triangle,"Boomerang-type UFO sighting in Willow Grove, PA",12/05/2021,12/19/2021
11/27/2021 19:30,Upper Nation Twp,PA,USA,,I've seen this online. Over Mexico. Very similar,12/08/2021,12/19/2021
11/25/2021 17:30,New London Township,PA,USA,Light,Many slow-moving orange lights flying north-east into a cloud over Pennsylvania,11/25/2021,12/19/2021
11/24/2021 19:30,Derry,PA,USA,Other,I sighted a C shape 8 foot tall partly cloaked craft silently hovering next to a telephone pole.,09/14/2022,10/08/2022
11/23/2021 23:30,Greencastle PA,PA,USA,Chevron,While walking my dog on our farm I noticed unusual bright objects in the night sky.,11/23/2021,12/19/2021
11/23/2021 19:30,Washington,PA,USA,Triangle,Triangle craft 2 red lights multiple green lights hovering approximately 150 ft,11/23/2021,12/19/2021
11/23/2021 18:00,Aldan,PA,USA,Circle,Bright and highly visible right between the trees in my backyard. Hovering and made no sound.,11/26/2021,12/19/2021
11/21/2021 12:30,Hatboro,PA,USA,Other,"While filming 2 Fighter Jets, an object appeared in frame headed toward one of the Fighter Jets.",11/23/2021,12/19/2021
11/20/2021 21:30,Dubois,PA,USA,Circle,3 circular craft flying in a circle pattern in 2 locations,11/20/2021,12/19/2021
