,Link,Occurred,City,State,Country,Shape,Summary,Reported,Posted,Media
3061,Open,09/17/2010 20:20,Meadville,PA,USA,Triangle,i have tryed filling this out three time and it keeps disappear and wont let me do a complete report. the recented sighting tonight at,09/17/2010,11/21/2010,
3062,Open,09/14/2010 00:19,Jamison,PA,USA,Triangle,Bright V shaped object very fast and Low,09/13/2010,11/21/2010,
3063,Open,09/13/2010 20:30,Quakertown,PA,USA,Light,an object that moved and changed directions in ways airplanes cannot,09/13/2010,11/21/2010,
3064,Open,09/08/2010 10:45,Shicksinny,PA,USA,Sphere,I saw a round white sphere going pretty fast. At first I thought it was a jet because it was traveling in the direction most aircraft o,09/08/2010,11/21/2010,
3065,Open,09/02/2010 00:30,Media,PA,USA,Triangle,"small in distance over the east sky, triangle, red and blue lights, will look tonight to get picture if possible",09/02/2010,11/21/2010,
3066,Open,08/27/2010 12:00,Plymouth Meeting,PA,USA,Triangle,Craft hovering over PA turnpike,09/13/2010,11/21/2010,
3067,Open,08/22/2010 22:30,Marcus Hook,PA,USA,Circle,solid white object broke apart into a triangular form,08/23/2010,08/24/2010,
3068,Open,08/22/2010 20:30,Mill Hall,PA,USA,Circle,overcast was cloudy right after dusk. i am use to seeing piper small air craft flying overhead and originally thought it was a small pl,08/22/2010,08/24/2010,
3069,Open,08/22/2010 19:00,Morrisville,PA,USA,Circle,Round Yellow Pulsating Flashing Solid flying object,08/25/2010,08/30/2010,
3070,Open,08/22/2010 00:30,Penn Hills,PA,USA,Light,UFO over Pittsburgh- 5 red peripheral lights and 1 central white pulsing light,08/25/2010,08/30/2010,
3071,Open,08/21/2010 10:45,Washington (near),PA,USA,Unknown,Large white craft seen on 1-70W during morning traffic,08/26/2010,08/30/2010,
3072,Open,08/18/2010 22:00,Spring Grove,PA,USA,Disk,A row of lights that keep fading in and then disappearing only to reappear again.,08/18/2010,08/24/2010,
3073,Open,08/17/2010 23:17,Indiana,PA,USA,Light,"8/17/10 23:17 Indiana, Pa.  lights 1 second 6 white bar shaped lights crossed road in front of me.",08/20/2010,08/24/2010,
3074,Open,08/16/2010 22:00,Bensalem,PA,USA,Triangle,Triangle Shaped Craft (3 white lights and Dull red Light),08/16/2010,08/24/2010,
3075,Open,08/15/2010 20:00,Warwick,PA,USA,Light,Eight bright lights in sky that I mistook for stars until they started to move in formation,09/10/2010,11/21/2010,
3076,Open,08/14/2010 21:00,Wyndmoor,PA,USA,Triangle,"Three balls rotating counter clockwise, shaped like a triangle, dull white moving rapidly from east to north by northwest",08/15/2010,08/24/2010,
3077,Open,08/14/2010 11:04,Mt. Pleasant,PA,USA,Triangle,triangle craft near kecksburgh with a possible crash,08/14/2010,08/24/2010,
3078,Open,08/12/2010 21:45,Elkland,PA,USA,Sphere,Two red globes hovering over a containment pond 50 feet overhead.,08/23/2011,10/10/2011,
3079,Open,08/06/2010 05:00,Bucks County (city not specified),PA,USA,Light,Extremely bright stationary light that dimmed and traveled south.  ((NUFORC Note:  Witness amends report; satellites.  PD)),08/06/2010,08/24/2010,
3080,Open,08/03/2010 00:30,Hanover,PA,USA,Unknown,"At 00:30 at coduras state park, unknown ship flew above treetops creating powerful down winds, flew over park area. Could hear winds fl",08/03/2010,08/24/2010,
3081,Open,08/02/2010 09:50,Fairless Hills/Levittown,PA,USA,Triangle,I was driving from Vermilion Hills section of Levittown to Fairless Hills (right around the corner) and through the trees noticed light,08/02/2010,08/24/2010,
3082,Open,07/30/2010 20:44,Reading,PA,USA,Changing,"Four visible, identical, shape-changing UFOs over a large E city going toe-to-toe with intruders that are only visible on cameras.",07/30/2010,08/24/2010,
3083,Open,07/29/2010 23:00,Easton,PA,USA,Circle,"Bright green circle with tail spotted in Easton, PA",07/29/2010,08/24/2010,
3084,Open,07/22/2010 20:45,Scott Township,PA,USA,Circle,3 circular lights moving in a series of formations,07/23/2010,07/28/2010,
3085,Open,07/21/2010 21:00,Hooversville,PA,USA,Circle,"Fuzzy disc with ""satelltes"" which exploded and emitted sparks",07/22/2010,07/28/2010,
3086,Open,07/18/2010 23:00,Grapeville,PA,USA,Flash,Around 23:00 hours a pulsating bright light grew bigger and brighter before dimming and got smaller before disappearing.,07/19/2010,07/28/2010,
3087,Open,07/16/2010 21:30,Pottsville,PA,USA,Orb,On july 16 2019 I was facing east and saw 2 orange red round orbs flying from the west to the east .no sound was heard cloudy sky was v,08/06/2019,08/23/2019,
3088,Open,07/11/2010 22:00,Pittsburgh,PA,USA,Disk,"Stationery for 20 min., when viewed through binoculars, it appeared as though it had lights around.  ((NUFORC Note:  Venus? PD))",07/12/2010,07/19/2010,
3089,Open,07/11/2010 21:00,Philadelphia,PA,USA,Light,Bright light in sky seen in Philadelphia.  ((NUFORC Note:  Possible sighting of Venus.  PD)),07/11/2010,07/19/2010,
3090,Open,07/11/2010 02:00,Williamsburg,PA,USA,Light,Bright light by Jupiter,07/11/2010,07/19/2010,
3091,Open,07/11/2010 00:00,Bloomsburg,PA,USA,Unknown, Pulsing red lights arrive for fireworks.,07/10/2010,07/19/2010,
3092,Open,07/10/2010 23:50,Millville,PA,USA,Formation,A formation of red lights seen over Millville PA.,07/11/2010,07/19/2010,
3093,Open,07/10/2010 23:30,Millville,PA,USA,Light,3 red lights viewed for 1 hour over central PA,07/10/2010,07/19/2010,
3094,Open,07/10/2010 23:00,Union Dale,PA,USA,Cylinder,"amber orb beneath vehicle gliding silently in a controlled manner, hovered approx., 80ft above us",07/12/2010,07/19/2010,
3095,Open,07/10/2010 23:00,State College,PA,USA,Light,Bright light flies overhead and suddenly disappears,07/14/2010,07/19/2010,
3096,Open,07/10/2010 22:30,Upper Chichester,PA,USA,Light,"total of 3 objects, one  of which lasted for about 4-5 days, other 2 were noticable briefly.",07/13/2010,07/19/2010,
3097,Open,07/10/2010 22:00,Olyphant,PA,USA,Sphere,"a  fire ball looking object came across the sky, changed directiong and then disappeared.",07/12/2010,07/19/2010,
3098,Open,07/10/2010 00:50,Millville,PA,USA,Unknown,2 lights the danced over the fireworks in millville PA,07/11/2010,07/19/2010,
3099,Open,07/10/2010 00:00,Millville,PA,USA,Light,"Millville, PA, crowd witnesses 3 red lights hovering the sky, then watches as these light disappear, reappear, then disappear agin.",07/11/2010,07/19/2010,
3100,Open,01/22/2011 20:20,North Coventry,PA,USA,Light,Intense bright red light appeared in chester county french creek area,01/22/2011,01/31/2011,
3101,Open,01/22/2011 09:00,Philadelphia,PA,USA,Light,"It started off with 1 light standing very still, afterwards it went to the west direction and came back with another light now it is 2",01/22/2011,01/31/2011,
3102,Open,01/11/2011 23:43,Centre Hall,PA,USA,Changing,A mutating fiery flying mass descendes behind mountains,01/11/2011,01/31/2011,
3103,Open,01/11/2011 05:19,Downingtown,PA,USA,Fireball,Sparking Fireball spotted rising in the early morning PA sky!,01/11/2011,01/31/2011,
3104,Open,01/10/2011 17:45,Erie,PA,USA,Cigar,"An unusally loud, low flying , fast aircraft, with no lights, heading north of Erie County, PA dissappears.",01/10/2011,01/31/2011,
3105,Open,01/06/2011 05:27,Edinburg,PA,USA,Fireball,A single strange redish-orange light in the sky.,01/06/2011,01/31/2011,
3106,Open,01/03/2011 16:40,Fairless Hills,PA,USA,Unknown,"1 Bright white dot, eventually ended up being 6 in 2 same shaped triangles",01/05/2011,01/31/2011,
3107,Open,01/02/2011 23:30,Adrian,PA,USA,Circle,There was a green light and a round circle hanging over us.,01/02/2011,01/05/2011,
3108,Open,01/01/2011 22:30,Doylestown,PA,USA,Light,ufo sightingin doylestown pennsylvania,01/01/2011,01/05/2011,
3109,Open,01/01/2011 22:27,Doylestown,PA,USA,Fireball,Witnessed approximately 70 flaming balls travel across the eastern sky in a semi circular trajectory.,01/02/2011,01/05/2011,
3110,Open,01/01/2011 00:15,Milmont Park,PA,USA,Triangle,"UFO Sighting, 7 of us never seen anything like it in Milmont Park, PA !!!",01/07/2011,01/31/2011,
3111,Open,12/31/2010 23:50,Montgomery,PA,USA,Fireball,Multiple witness Fireball sighting with animal reaction,01/10/2011,01/31/2011,
3112,Open,12/31/2010 23:43,Fairfax,PA,USA,Light,"6 red lights flying in a line over Fairfax, VA while changing speed and position before simultaneously disappearing",01/02/2011,01/05/2011,
3113,Open,12/31/2010 23:00,Lewisburg,PA,USA,Fireball,Saw unexplained fireball in PA on New Years eve,01/10/2011,01/31/2011,
3114,Open,12/29/2010 20:19,Belle Vernon (Westward),PA,USA,Circle,ball of light vanished,01/04/2011,01/05/2011,
3115,Open,12/28/2010 18:55,Columbia,PA,USA,Circle,"Fast moving, very bright light flying low and silently that suddenly disappeared.",12/28/2010,01/05/2011,
3116,Open,12/24/2010 21:30,Center Valley,PA,USA,Fireball,I was working last night in a group home and witnessed this while talking on the phone on the front porch of the home. I called my cowo,12/25/2010,01/05/2011,
3117,Open,12/24/2010 20:00,Columbia,PA,USA,Light,Lights hovering over the field.,01/01/2013,02/04/2013,
3118,Open,12/23/2010 21:00,Downingtong,PA,USA,Other,"Seven lights in two sets of triangles, 3 lights each, formed a straight line and dissappeared one after another.",02/14/2012,03/13/2012,
3119,Open,12/21/2010 21:00,Erwinna,PA,USA,Light,"6 or so red lights that traveled eastward across the Delaware River from Erwinna, and then dissipated into thin air.",12/22/2010,01/05/2011,
3120,Open,12/21/2010 19:10,Jeffersonville,PA,USA,Oval,"Saw 5 or 6 crafts, two ascended very very quickly upward-- All were fast, a couple may have been planes (but only one made noise)",12/21/2010,01/05/2011,
3121,Open,12/12/2010 16:30,Lancaster,PA,USA,Sphere,I observed a solo object shaped like a metallic golf ball low on the horizon moving eastward over Willowstreet pike near Bookmiller par,02/26/2012,03/13/2012,
3122,Open,12/04/2010 20:00,Pittsburgh,PA,USA,Unknown,"On Decemeber 4th,2010 at 8 P.M in Pittsburgh, Pa, 14 unknown silent aircrafts flew over head and vanished.",12/04/2010,01/05/2011,
3123,Open,12/02/2010 21:30,Uniontown,PA,USA,Triangle,I was taking my girlfriend home when we saw a bright light shinning about 20 feet higher than the telephone poles. As I slowed down to,12/02/2010,01/05/2011,
3124,Open,11/22/2010 21:00,Northumberland County,PA,USA,Changing,"Shape-shifters: Peach-colored lights/orbs & hovering, fake planes",11/28/2010,01/05/2011,
3125,Open,11/20/2010 21:00,Gettysburg,PA,USA,Fireball,"Fireball seen over Gettysburg Nov. 20, 2010",11/25/2010,01/05/2011,
3126,Open,11/19/2010 17:35,Millersville,PA,USA,Unknown,as above,11/19/2010,11/21/2010,
3127,Open,11/13/2010 12:00,Pottstown,PA,USA,Sphere,"Unknown object filmed from airplane, Pottstown, Pennsylvania.",12/15/2012,12/20/2012,
3128,Open,11/12/2010 05:30,Downingtown,PA,USA,Light,"Two Bright, Circular Objects Lingered in the morning sky and then sped away at remarkable speed",11/12/2010,11/21/2010,
3129,Open,11/10/2010 16:40,Pottsville,PA,USA,Oval,Metallic Object with con trails dissapears.,11/12/2010,11/21/2010,
3130,Open,11/08/2010 16:00,Huntingdon,PA,USA,Unknown,Reflective object changed flight directions by 90 degrees and disappeared.,11/25/2010,01/05/2011,
3131,Open,11/07/2010 00:05,Allison Park,PA,USA,Circle,Strange Objects Near Orion's Belt,11/06/2010,11/21/2010,
3132,Open,11/04/2010 23:00,Bensalem,PA,USA,Teardrop,I looked out the window to see a saucer chasing a red teardrop.,01/17/2011,01/31/2011,
3133,Open,10/31/2010 19:00,Pittsburgh,PA,USA,Fireball,"glowing fireball seen in the sky over Pittsburgh, PA",10/31/2010,11/21/2010,
3134,Open,10/31/2010 12:41,Philipsburg,PA,USA,Circle,"Night observation of bright, white circular light descending soundlessly in straight path from sky toward the ground.",10/31/2010,11/21/2010,
3135,Open,10/29/2010 19:45,Tionesta,PA,USA,Egg,This is nothing like I have ever seen.,10/29/2010,11/21/2010,
3136,Open,10/27/2010 10:00,Harleysville,PA,USA,Light,"I saw a red light flying through the sky at a very high speed. My first thought was it can't be a plane because it was not blinking, an",10/27/2010,11/21/2010,
3137,Open,10/23/2010 21:00,Boyertown,PA,USA,Circle,red orange ball of fire,10/28/2010,11/21/2010,
3138,Open,10/22/2010 21:22,Pittsburgh,PA,USA,Sphere,"Red/Orange globe with flame tail moving across sky, stopping then reversing direction.",10/23/2010,11/21/2010,
3139,Open,10/20/2010 19:33,Williamsport,PA,USA,Light,2 craft in formation,10/20/2010,11/21/2010,
3140,Open,10/20/2010 19:28,Plymouth,PA,USA,Light,i saw 2 objects in the sky to the right of jupiter that i cannot understand,10/22/2010,11/21/2010,
3141,Open,10/18/2010 16:00,Pittsburgh,PA,USA,Changing,Weird object (shaped like plastic bag) moving across sky.,10/18/2010,11/21/2010,
3142,Open,10/17/2010 18:40,Nazareth,PA,USA,Light,Hovering / Pulsing Blue light  observed by 2 buses of students and adults,10/21/2010,11/21/2010,
3143,Open,10/17/2010 02:00,Norristown,PA,USA,Disk,"Pulsating ufo slowly descended and stayed hovering for about an hour,",10/21/2010,11/21/2010,
3144,Open,10/16/2010 22:30,Pittsburgh,PA,USA,Formation,"A large fast moving V formation of lights.  Appeared to be one craft, no sound.  Was only visible from my vantage point for about a min",10/16/2010,11/21/2010,
3145,Open,10/15/2010 20:00,Havertown,PA,USA,Light,This happened a few years ago and I've wondered about it every since. I am an ameteur astronomer and I don't necessarily believe in UFO,09/10/2012,09/24/2012,
3146,Open,10/15/2010 03:00,Harleysville,PA,USA,Circle,UFO above my house. Possibly abducted.,09/02/2011,10/10/2011,
3147,Open,10/10/2010 02:30,Harrisburg,PA,USA,Circle,possible UFO sighting,10/15/2010,11/21/2010,
3148,Open,10/09/2010 22:30,Meadville,PA,USA,Triangle,strange lights over meadville,10/13/2010,11/21/2010,
3149,Open,10/09/2010 21:40,York,PA,USA,Other,"three non-moving, orange,  pulsating objects form triangle over night sky then disappear one at a time.",10/11/2010,11/21/2010,
3150,Open,10/08/2010 16:30,Morrisdale,PA,USA,Disk,2 silent silver disks one flying east one west pass closely by eachother and continue flying in exact opposite flight paths,10/09/2010,11/21/2010,
3151,Open,10/08/2010 05:30,Tunkhannock,PA,USA,Unknown,3 star looking objects running in straight line formation north -north west then the leader turned left,10/08/2010,11/21/2010,
3152,Open,10/02/2010 20:00,Allentown,PA,USA,Light,Two bright white lights.,10/13/2010,11/21/2010,
3153,Open,10/01/2010 21:00,Pittsburgh area,PA,USA,Oval,I79 sighting of hovering white object,10/16/2010,11/21/2010,
3154,Open,09/25/2010 22:05,New Castle,PA,USA,Fireball,"There were 10 orb shaped balls, the color of fire.",09/25/2010,11/21/2010,
3155,Open,09/25/2010 22:00,New Castle,PA,USA,Formation,formation of bright orange lights seen moving across the night sky from north to south and then disappears,09/27/2010,11/21/2010,
3156,Open,09/25/2010 10:10,New Castle,PA,USA,Fireball,"Witnessed 12-15 larger-than-stars orbs hover over New Castle, Pa, then slowly dim a few at a time.",09/25/2010,11/21/2010,
3157,Open,09/21/2010 08:59,Apollo,PA,USA,Light,"a LIGHT that moves around like a ""firefly"". Then changes color.",09/21/2010,11/21/2010,
3158,Open,09/21/2010 05:30,East Petersburg,PA,USA,Chevron,"Two identical white lights, one following the other,  speeding across a very early morning clear sky",09/21/2010,11/21/2010,
3159,Open,09/18/2010 23:45,Easton,PA,USA,Sphere,"Raubesville Pa, Bright orange star shaped light fast moving, hovered and the shot back into the sky again.",09/20/2010,11/21/2010,
3160,Open,09/18/2010 23:00,North East,PA,USA,Fireball,Fireball over North East Pennsylvania moves across Lake Erie towards Canada,09/19/2010,11/21/2010,
3161,Open,09/17/2010 20:20,Meadville,PA,USA,Triangle,i have tryed filling this out three time and it keeps disappear and wont let me do a complete report. the recented sighting tonight at,09/17/2010,11/21/2010,
3162,Open,09/14/2010 00:19,Jamison,PA,USA,Triangle,Bright V shaped object very fast and Low,09/13/2010,11/21/2010,
3163,Open,09/13/2010 20:30,Quakertown,PA,USA,Light,an object that moved and changed directions in ways airplanes cannot,09/13/2010,11/21/2010,
3164,Open,09/08/2010 10:45,Shicksinny,PA,USA,Sphere,I saw a round white sphere going pretty fast. At first I thought it was a jet because it was traveling in the direction most aircraft o,09/08/2010,11/21/2010,
3165,Open,09/02/2010 00:30,Media,PA,USA,Triangle,"small in distance over the east sky, triangle, red and blue lights, will look tonight to get picture if possible",09/02/2010,11/21/2010,
3166,Open,08/27/2010 12:00,Plymouth Meeting,PA,USA,Triangle,Craft hovering over PA turnpike,09/13/2010,11/21/2010,
3167,Open,08/22/2010 22:30,Marcus Hook,PA,USA,Circle,solid white object broke apart into a triangular form,08/23/2010,08/24/2010,
3168,Open,08/22/2010 20:30,Mill Hall,PA,USA,Circle,overcast was cloudy right after dusk. i am use to seeing piper small air craft flying overhead and originally thought it was a small pl,08/22/2010,08/24/2010,
3169,Open,08/22/2010 19:00,Morrisville,PA,USA,Circle,Round Yellow Pulsating Flashing Solid flying object,08/25/2010,08/30/2010,
3170,Open,08/22/2010 00:30,Penn Hills,PA,USA,Light,UFO over Pittsburgh- 5 red peripheral lights and 1 central white pulsing light,08/25/2010,08/30/2010,
3171,Open,08/21/2010 10:45,Washington (near),PA,USA,Unknown,Large white craft seen on 1-70W during morning traffic,08/26/2010,08/30/2010,
3172,Open,08/18/2010 22:00,Spring Grove,PA,USA,Disk,A row of lights that keep fading in and then disappearing only to reappear again.,08/18/2010,08/24/2010,
3173,Open,08/17/2010 23:17,Indiana,PA,USA,Light,"8/17/10 23:17 Indiana, Pa.  lights 1 second 6 white bar shaped lights crossed road in front of me.",08/20/2010,08/24/2010,
